No,ENZY_ACC_ID,ENZYME,E3_GN,E3_Alias,E3_PN,SUB_ACC_ID,SUBSTRATE,SUB_GENE,SUB_Alias,SUB_PN,E3_ORGANISM,SUB_ORGANISM,PMID
1716,Q96J02,ITCH_HUMAN,ITCH,ITCH,E3 ubiquitin-protein ligase Itchy homolog ~~Itch ~~Atrophin-1-interacting protein 4~~AIP4~~HECT-type E3 ubiquitin transferase Itchy homolog~~NFE2-associated polypeptide 1~~NAPP1,O14964,HGS_HUMAN,HGS,HGS~~HRS,Hepatocyte growth factor-regulated tyrosine kinase substrate ~~Hrs~~Protein pp110,Homo sapiens (Human),Homo sapiens (Human),22199232
1717,Q96J02,ITCH_HUMAN,ITCH,ITCH,E3 ubiquitin-protein ligase Itchy homolog ~~Itch ~~Atrophin-1-interacting protein 4~~AIP4~~HECT-type E3 ubiquitin transferase Itchy homolog~~NFE2-associated polypeptide 1~~NAPP1,Q7Z434,MAVS_HUMAN,MAVS,MAVS~~IPS1~~KIAA1271~~VISA,Mitochondrial antiviral-signaling protein ~~MAVS~~CARD adapter inducing interferon beta~~Cardif~~Interferon beta promoter stimulator protein 1~~IPS-1~~Putative NF-kappa-B-activating protein 031N~~Virus-induced-signaling adapter~~VISA,Homo sapiens (Human),Homo sapiens (Human),19881509
1718,Q96J02,ITCH_HUMAN,ITCH,ITCH,E3 ubiquitin-protein ligase Itchy homolog ~~Itch ~~Atrophin-1-interacting protein 4~~AIP4~~HECT-type E3 ubiquitin transferase Itchy homolog~~NFE2-associated polypeptide 1~~NAPP1,O43318,M3K7_HUMAN,MAP3K7,MAP3K7~~TAK1,Mitogen-activated protein kinase kinase kinase 7 ~~Transforming growth factor-beta-activated kinase 1~~TGF-beta-activated kinase 1,Homo sapiens (Human),Homo sapiens (Human),22199232
1719,Q96J02,ITCH_HUMAN,ITCH,ITCH,E3 ubiquitin-protein ligase Itchy homolog ~~Itch ~~Atrophin-1-interacting protein 4~~AIP4~~HECT-type E3 ubiquitin transferase Itchy homolog~~NFE2-associated polypeptide 1~~NAPP1,Q86Y01,DTX1_HUMAN,DTX1,DTX1,E3 ubiquitin-protein ligase DTX1 ~~Protein deltex-1~~Deltex1~~hDTX1~~RING-type E3 ubiquitin transferase DTX1,Homo sapiens (Human),Homo sapiens (Human),22199232
1720,Q96J02,ITCH_HUMAN,ITCH,ITCH,E3 ubiquitin-protein ligase Itchy homolog ~~Itch ~~Atrophin-1-interacting protein 4~~AIP4~~HECT-type E3 ubiquitin transferase Itchy homolog~~NFE2-associated polypeptide 1~~NAPP1,Q6PJG6,BRAT1_HUMAN,BRAT1,BRAT1~~BAAT1~~C7orf27,BRCA1-associated ATM activator 1 ~~BRCA1-associated protein required for ATM activation protein 1,Homo sapiens (Human),Homo sapiens (Human),22199232
1721,Q53G59,KLH12_HUMAN,KLHL12,KLHL12~~C3IP1,Kelch-like protein 12 ~~CUL3-interacting protein 1~~DKIR homolog~~hDKIR,O94979,SC31A_HUMAN,SEC31A,SEC31A~~KIAA0905~~SEC31L1~~HSPC275~~HSPC334,Protein transport protein Sec31A ~~ABP125~~ABP130~~SEC31-like protein 1~~SEC31-related protein A~~Web1-like protein,Homo sapiens (Human),Homo sapiens (Human),22358839
1722,Q53G59,KLH12_HUMAN,KLHL12,KLHL12~~C3IP1,Kelch-like protein 12 ~~CUL3-interacting protein 1~~DKIR homolog~~hDKIR,Q9NQW1,SC31B_HUMAN,SEC31B,SEC31B~~SEC31L2,Protein transport protein Sec31B ~~SEC31-like protein 2~~SEC31-related protein B~~SEC31B-1,Homo sapiens (Human),Homo sapiens (Human),22358839
1723,Q53G59,KLH12_HUMAN,KLHL12,KLHL12~~C3IP1,Kelch-like protein 12 ~~CUL3-interacting protein 1~~DKIR homolog~~hDKIR,Q92997,DVL3_HUMAN,DVL3,DVL3~~KIAA0208,Segment polarity protein dishevelled homolog DVL-3 ~~Dishevelled-3~~DSH homolog 3,Homo sapiens (Human),Homo sapiens (Human),22199232
1724,Q53G59,KLH12_HUMAN,KLHL12,KLHL12~~C3IP1,Kelch-like protein 12 ~~CUL3-interacting protein 1~~DKIR homolog~~hDKIR,Q9UBV8,PEF1_HUMAN,PEF1,PEF1~~ABP32~~UNQ1845~~PRO3573,Peflin ~~PEF protein with a long N-terminal hydrophobic domain~~Penta-EF hand domain-containing protein 1,Homo sapiens (Human),Homo sapiens (Human),22199232
1725,O95198,KLHL2_HUMAN,KLHL2,KLHL2,Kelch-like protein 2 ~~Actin-binding protein Mayven,O95502,NPTXR_HUMAN,NPTXR,NPTXR,Neuronal pentraxin receptor,Homo sapiens (Human),Homo sapiens (Human),22199232
1726,O95198,KLHL2_HUMAN,KLHL2,KLHL2,Kelch-like protein 2 ~~Actin-binding protein Mayven,Q9H4A3,WNK1_HUMAN,WNK1,WNK1~~HSN2~~KDP~~KIAA0344~~PRKWNK1,Serine/threonine-protein kinase WNK1 ~~Erythrocyte 65 kDa protein~~p65~~Kinase deficient protein~~Protein kinase lysine-deficient 1~~Protein kinase with no lysine 1~~hWNK1,Homo sapiens (Human),Homo sapiens (Human),22199232
1727,O95198,KLHL2_HUMAN,KLHL2,KLHL2,Kelch-like protein 2 ~~Actin-binding protein Mayven,Q9BYP7,WNK3_HUMAN,WNK3,WNK3~~KIAA1566~~PRKWNK3,Serine/threonine-protein kinase WNK3 ~~Protein kinase lysine-deficient 3~~Protein kinase with no lysine 3,Homo sapiens (Human),Homo sapiens (Human),22199232
1728,Q9Y2M5,KLH20_HUMAN,KLHL20,KLHL20~~KLEIP~~KLHLX,Kelch-like protein 20 ~~Kelch-like ECT2-interacting protein~~Kelch-like protein X,P53355,DAPK1_HUMAN,DAPK1,DAPK1~~DAPK,Death-associated protein kinase 1 ~~DAP kinase 1 ,Homo sapiens (Human),Homo sapiens (Human),20389280
1729,Q9Y2M5,KLH20_HUMAN,KLHL20,KLHL20~~KLEIP~~KLHLX,Kelch-like protein 20 ~~Kelch-like ECT2-interacting protein~~Kelch-like protein X,P57737,CORO7_HUMAN,CORO7,CORO7,Coronin-7 ~~Crn7~~70 kDa WD repeat tumor rejection antigen homolog,Homo sapiens (Human),Homo sapiens (Human),22199232
1730,Q9Y2M5,KLH20_HUMAN,KLHL20,KLHL20~~KLEIP~~KLHLX,Kelch-like protein 20 ~~Kelch-like ECT2-interacting protein~~Kelch-like protein X,O15085,ARHGB_HUMAN,ARHGEF11,ARHGEF11~~KIAA0380,Rho guanine nucleotide exchange factor 11 ~~PDZ-RhoGEF,Homo sapiens (Human),Homo sapiens (Human),22199232
1731,Q5T0T0,MARH8_HUMAN,MARCHF8,MARCHF8~~MARCH8~~MIR~~RNF178,E3 ubiquitin-protein ligase MARCHF8 ~~Cellular modulator of immune recognition~~c-MIR~~Membrane-associated RING finger protein 8~~Membrane-associated RING-CH protein VIII~~MARCH-VIII~~RING finger protein 178~~RING-type E3 ubiquitin transferase MARCHF8,P02786,TFR1_HUMAN,TFRC,TFRC,Transferrin receptor protein 1 ~~TR~~TfR~~TfR1~~Trfr~~T9~~p90~~CD antigen CD71 ,Homo sapiens (Human),Homo sapiens (Human),22199232
1732,Q5T0T0,MARH8_HUMAN,MARCHF8,MARCHF8~~MARCH8~~MIR~~RNF178,E3 ubiquitin-protein ligase MARCHF8 ~~Cellular modulator of immune recognition~~c-MIR~~Membrane-associated RING finger protein 8~~Membrane-associated RING-CH protein VIII~~MARCH-VIII~~RING finger protein 178~~RING-type E3 ubiquitin transferase MARCHF8,P49327,FAS_HUMAN,FASN,FASN~~FAS,Fatty acid synthase ~~ [Includes: [Acyl-carrier-protein] S-acetyltransferase ; [Acyl-carrier-protein] S-malonyltransferase ; 3-oxoacyl-[acyl-carrier-protein] synthase ; 3-oxoacyl-[acyl-carrier-protein] reductase ; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase ; Enoyl-[acyl-carrier-protein] reductase ; Oleoyl-[acyl-carrier-protein] hydrolase ],Homo sapiens (Human),Homo sapiens (Human),22199232
1733,Q00987,MDM2_HUMAN,MDM2,MDM2,E3 ubiquitin-protein ligase Mdm2 ~~Double minute 2 protein~~Hdm2~~Oncoprotein Mdm2~~RING-type E3 ubiquitin transferase Mdm2~~p53-binding protein Mdm2,O95863,SNAI1_HUMAN,SNAI1,SNAI1~~SNAH,Zinc finger protein SNAI1 ~~Protein snail homolog 1~~Protein sna,Homo sapiens (Human),Homo sapiens (Human),22199232
1734,Q00987,MDM2_HUMAN,MDM2,MDM2,E3 ubiquitin-protein ligase Mdm2 ~~Double minute 2 protein~~Hdm2~~Oncoprotein Mdm2~~RING-type E3 ubiquitin transferase Mdm2~~p53-binding protein Mdm2,O43602,DCX_HUMAN,DCX,DCX~~DBCN~~LISX,Neuronal migration protein doublecortin ~~Doublin~~Lissencephalin-X~~Lis-X,Homo sapiens (Human),Homo sapiens (Human),22199232
1735,Q86YT6,MIB1_HUMAN,MIB1,MIB1~~DIP1~~KIAA1323~~ZZANK2,E3 ubiquitin-protein ligase MIB1 ~~DAPK-interacting protein 1~~DIP-1~~Mind bomb homolog 1~~RING-type E3 ubiquitin transferase MIB1~~Zinc finger ZZ type with ankyrin repeat domain protein 2,Q9UPN4,CP131_HUMAN,CEP131,CEP131~~AZI1~~KIAA1118,Centrosomal protein of 131 kDa ~~5-azacytidine-induced protein 1~~Pre-acrosome localization protein 1,Homo sapiens (Human),Homo sapiens (Human),24121310
1736,Q86YT6,MIB1_HUMAN,MIB1,MIB1~~DIP1~~KIAA1323~~ZZANK2,E3 ubiquitin-protein ligase MIB1 ~~DAPK-interacting protein 1~~DIP-1~~Mind bomb homolog 1~~RING-type E3 ubiquitin transferase MIB1~~Zinc finger ZZ type with ankyrin repeat domain protein 2,O15078,CE290_HUMAN,CEP290,CEP290~~BBS14~~KIAA0373~~NPHP6,Centrosomal protein of 290 kDa ~~Cep290~~Bardet-Biedl syndrome 14 protein~~Cancer/testis antigen 87~~CT87~~Nephrocystin-6~~Tumor antigen se2-2,Homo sapiens (Human),Homo sapiens (Human),24121310
1737,Q86YT6,MIB1_HUMAN,MIB1,MIB1~~DIP1~~KIAA1323~~ZZANK2,E3 ubiquitin-protein ligase MIB1 ~~DAPK-interacting protein 1~~DIP-1~~Mind bomb homolog 1~~RING-type E3 ubiquitin transferase MIB1~~Zinc finger ZZ type with ankyrin repeat domain protein 2,Q15154,PCM1_HUMAN,PCM1,PCM1,Pericentriolar material 1 protein ~~PCM-1~~hPCM-1,Homo sapiens (Human),Homo sapiens (Human),24121310
1738,Q96PU5,NED4L_HUMAN,NEDD4L,NEDD4L~~KIAA0439~~NEDL3,E3 ubiquitin-protein ligase NEDD4-like ~~HECT-type E3 ubiquitin transferase NED4L~~NEDD4.2~~Nedd4-2,Q12809,KCNH2_HUMAN,KCNH2,KCNH2~~ERG~~ERG1~~HERG,Potassium voltage-gated channel subfamily H member 2 ~~Eag homolog~~Ether-a-go-go-related gene potassium channel 1~~ERG-1~~Eag-related protein 1~~Ether-a-go-go-related protein 1~~H-ERG~~hERG-1~~hERG1~~Voltage-gated potassium channel subunit Kv11.1,Homo sapiens (Human),Homo sapiens (Human),21463633
1739,O60260,PRKN_HUMAN,PRKN,PRKN~~PARK2,E3 ubiquitin-protein ligase parkin ~~Parkin ~~Parkin RBR E3 ubiquitin-protein ligase~~Parkinson juvenile disease protein 2~~Parkinson disease protein 2,P10415,BCL2_HUMAN,BCL2,BCL2,Apoptosis regulator Bcl-2,Homo sapiens (Human),Homo sapiens (Human),20889974
1740,O60260,PRKN_HUMAN,PRKN,PRKN~~PARK2,E3 ubiquitin-protein ligase parkin ~~Parkin ~~Parkin RBR E3 ubiquitin-protein ligase~~Parkinson juvenile disease protein 2~~Parkinson disease protein 2,Q9BT88,SYT11_HUMAN,SYT11,SYT11~~KIAA0080,Synaptotagmin-11 ~~Synaptotagmin XI~~SytXI,Homo sapiens (Human),Homo sapiens (Human),12925569
1741,O60260,PRKN_HUMAN,PRKN,PRKN~~PARK2,E3 ubiquitin-protein ligase parkin ~~Parkin ~~Parkin RBR E3 ubiquitin-protein ligase~~Parkinson juvenile disease protein 2~~Parkinson disease protein 2,O95140,MFN2_HUMAN,MFN2,MFN2~~CPRP1~~KIAA0214,Mitofusin-2 ~~Transmembrane GTPase MFN2,Homo sapiens (Human),Homo sapiens (Human),20871098
1742,O60260,PRKN_HUMAN,PRKN,PRKN~~PARK2,E3 ubiquitin-protein ligase parkin ~~Parkin ~~Parkin RBR E3 ubiquitin-protein ligase~~Parkinson juvenile disease protein 2~~Parkinson disease protein 2,Q9UNE7,CHIP_HUMAN,STUB1,STUB1~~CHIP~~PP1131,E3 ubiquitin-protein ligase CHIP ~~Antigen NY-CO-7~~CLL-associated antigen KW-8~~Carboxy terminus of Hsp70-interacting protein~~RING-type E3 ubiquitin transferase CHIP~~STIP1 homology and U box-containing protein 1,Homo sapiens (Human),Homo sapiens (Human),22199232
1743,O60260,PRKN_HUMAN,PRKN,PRKN~~PARK2,E3 ubiquitin-protein ligase parkin ~~Parkin ~~Parkin RBR E3 ubiquitin-protein ligase~~Parkinson juvenile disease protein 2~~Parkinson disease protein 2,Q15388,TOM20_HUMAN,TOMM20,TOMM20~~KIAA0016,Mitochondrial import receptor subunit TOM20 homolog ~~Mitochondrial 20 kDa outer membrane protein~~Outer mitochondrial membrane receptor Tom20,Homo sapiens (Human),Homo sapiens (Human),22199232
1744,O60260,PRKN_HUMAN,PRKN,PRKN~~PARK2,E3 ubiquitin-protein ligase parkin ~~Parkin ~~Parkin RBR E3 ubiquitin-protein ligase~~Parkinson juvenile disease protein 2~~Parkinson disease protein 2,Q70CQ3,UBP30_HUMAN,USP30,USP30,Ubiquitin carboxyl-terminal hydrolase 30 ~~Deubiquitinating enzyme 30~~Ubiquitin thioesterase 30~~Ubiquitin-specific-processing protease 30~~Ub-specific protease 30,Homo sapiens (Human),Homo sapiens (Human),22199232
1745,Q8N2H9,PELI3_HUMAN,PELI3,PELI3,E3 ubiquitin-protein ligase pellino homolog 3 ~~Pellino-3 ~~RING-type E3 ubiquitin transferase pellino homolog 3,P51617,IRAK1_HUMAN,IRAK1,IRAK1~~IRAK,Interleukin-1 receptor-associated kinase 1 ~~IRAK-1 ,Homo sapiens (Human),Homo sapiens (Human),12874243
1746,Q7Z6E9,RBBP6_HUMAN,RBBP6,RBBP6~~P2PR~~PACT~~RBQ1~~My038,E3 ubiquitin-protein ligase RBBP6 ~~Proliferation potential-related protein~~Protein P2P-R~~RING-type E3 ubiquitin transferase RBBP6~~Retinoblastoma-binding Q protein 1~~RBQ-1~~Retinoblastoma-binding protein 6~~p53-associated cellular protein of testis,Q8NAP3,ZBT38_HUMAN,ZBTB38,ZBTB38,Zinc finger and BTB domain-containing protein 38,Homo sapiens (Human),Homo sapiens (Human),22199232
1747,Q9BYM8,HOIL1_HUMAN,RBCK1,RBCK1~~C20orf18~~RNF54~~UBCE7IP3~~XAP3~~XAP4,RanBP-type and C3HC4-type zinc finger-containing protein 1 ~~HBV-associated factor 4~~Heme-oxidized IRP2 ubiquitin ligase 1~~HOIL-1~~Hepatitis B virus X-associated protein 4~~RING finger protein 54~~RING-type E3 ubiquitin transferase HOIL-1~~Ubiquitin-conjugating enzyme 7-interacting protein 3,Q13546,RIPK1_HUMAN,RIPK1,RIPK1~~RIP~~RIP1,Receptor-interacting serine/threonine-protein kinase 1 ~~Cell death protein RIP~~Receptor-interacting protein 1~~RIP-1,Homo sapiens (Human),Homo sapiens (Human),22199232
1748,Q8WZ73,RFFL_HUMAN,RFFL,RFFL~~RNF189~~RNF34L,E3 ubiquitin-protein ligase rififylin ~~Caspase regulator CARP2~~Caspases-8 and -10-associated RING finger protein 2~~CARP-2~~FYVE-RING finger protein Sakura~~Fring~~RING finger and FYVE-like domain-containing protein 1~~RING finger protein 189~~RING finger protein 34-like~~RING-type E3 ubiquitin transferase rififylin,Q6MZQ0,PRR5L_HUMAN,PRR5L,PRR5L~~PROTOR2,Proline-rich protein 5-like ~~Protein observed with Rictor-2~~Protor-2,Homo sapiens (Human),Homo sapiens (Human),22609986
1749,Q8WZ73,RFFL_HUMAN,RFFL,RFFL~~RNF189~~RNF34L,E3 ubiquitin-protein ligase rififylin ~~Caspase regulator CARP2~~Caspases-8 and -10-associated RING finger protein 2~~CARP-2~~FYVE-RING finger protein Sakura~~Fring~~RING finger and FYVE-like domain-containing protein 1~~RING finger protein 189~~RING finger protein 34-like~~RING-type E3 ubiquitin transferase rififylin,Q14790,CASP8_HUMAN,CASP8,CASP8~~MCH5,Caspase-8 ~~CASP-8 ~~Apoptotic cysteine protease~~Apoptotic protease Mch-5~~CAP4~~FADD-homologous ICE/ced-3-like protease~~FADD-like ICE~~FLICE~~ICE-like apoptotic protease 5~~MORT1-associated ced-3 homolog~~MACH ,Homo sapiens (Human),Homo sapiens (Human),15069192
1750,Q8WZ73,RFFL_HUMAN,RFFL,RFFL~~RNF189~~RNF34L,E3 ubiquitin-protein ligase rififylin ~~Caspase regulator CARP2~~Caspases-8 and -10-associated RING finger protein 2~~CARP-2~~FYVE-RING finger protein Sakura~~Fring~~RING finger and FYVE-like domain-containing protein 1~~RING finger protein 189~~RING finger protein 34-like~~RING-type E3 ubiquitin transferase rififylin,Q92851,CASPA_HUMAN,CASP10,CASP10~~MCH4,Caspase-10 ~~CASP-10 ~~Apoptotic protease Mch-4~~FAS-associated death domain protein interleukin-1B-converting enzyme 2~~FLICE2~~ICE-like apoptotic protease 4 ,Homo sapiens (Human),Homo sapiens (Human),15069192
1751,Q8WZ73,RFFL_HUMAN,RFFL,RFFL~~RNF189~~RNF34L,E3 ubiquitin-protein ligase rififylin ~~Caspase regulator CARP2~~Caspases-8 and -10-associated RING finger protein 2~~CARP-2~~FYVE-RING finger protein Sakura~~Fring~~RING finger and FYVE-like domain-containing protein 1~~RING finger protein 189~~RING finger protein 34-like~~RING-type E3 ubiquitin transferase rififylin,P31947,1433S_HUMAN,SFN,SFN~~HME1,14-3-3 protein sigma ~~Epithelial cell marker protein 1~~Stratifin,Homo sapiens (Human),Homo sapiens (Human),22199232
1752,Q8NHY2,COP1_HUMAN,COP1,COP1~~RFWD2~~RNF200,E3 ubiquitin-protein ligase COP1 ~~Constitutive photomorphogenesis protein 1 homolog~~hCOP1~~RING finger and WD repeat domain protein 2~~RING finger protein 200~~RING-type E3 ubiquitin transferase RFWD2,P31947,1433S_HUMAN,SFN,SFN~~HME1,14-3-3 protein sigma ~~Epithelial cell marker protein 1~~Stratifin,Homo sapiens (Human),Homo sapiens (Human),22199232
1753,Q9NVW2,RNF12_HUMAN,RLIM,RLIM~~RNF12,E3 ubiquitin-protein ligase RLIM ~~LIM domain-interacting RING finger protein~~RING finger LIM domain-binding protein~~R-LIM~~RING finger protein 12~~RING-type E3 ubiquitin transferase RLIM~~Renal carcinoma antigen NY-REN-43,Q96MM3,ZFP42_HUMAN,ZFP42,ZFP42~~REX1~~ZNF754,Zinc finger protein 42 homolog ~~Zfp-42~~Reduced expression protein 1~~REX-1~~hREX-1~~Zinc finger protein 754,Homo sapiens (Human),Homo sapiens (Human),22596162
1754,Q9Y4K3,TRAF6_HUMAN,TRAF6,TRAF6~~RNF85,TNF receptor-associated factor 6 ~~E3 ubiquitin-protein ligase TRAF6~~Interleukin-1 signal transducer~~RING finger protein 85~~RING-type E3 ubiquitin transferase TRAF6,P31751,AKT2_HUMAN,AKT2,AKT2,RAC-beta serine/threonine-protein kinase ~~Protein kinase Akt-2~~Protein kinase B beta~~PKB beta~~RAC-PK-beta,Homo sapiens (Human),Homo sapiens (Human),22199232
1755,Q96F44,TRI11_HUMAN,TRIM11,TRIM11~~RNF92,E3 ubiquitin-protein ligase TRIM11 ~~Protein BIA1~~RING finger protein 92~~RING-type E3 ubiquitin transferase TRIM11~~Tripartite motif-containing protein 11,P31645,SC6A4_HUMAN,SLC6A4,SLC6A4~~HTT~~SERT,Sodium-dependent serotonin transporter ~~SERT~~5HT transporter~~5HTT~~Solute carrier family 6 member 4,Homo sapiens (Human),Homo sapiens (Human),22199232
1756,Q96F44,TRI11_HUMAN,TRIM11,TRIM11~~RNF92,E3 ubiquitin-protein ligase TRIM11 ~~Protein BIA1~~RING finger protein 92~~RING-type E3 ubiquitin transferase TRIM11~~Tripartite motif-containing protein 11,Q96QS3,ARX_HUMAN,ARX,ARX,Homeobox protein ARX ~~Aristaless-related homeobox,Homo sapiens (Human),Homo sapiens (Human),18248090
1757,Q9C040,TRIM2_HUMAN,TRIM2,TRIM2~~KIAA0517~~RNF86,Tripartite motif-containing protein 2 ~~E3 ubiquitin-protein ligase TRIM2~~RING finger protein 86~~RING-type E3 ubiquitin transferase TRIM2,O43521,B2L11_HUMAN,BCL2L11,BCL2L11~~BIM,Bcl-2-like protein 11 ~~Bcl2-L-11~~Bcl2-interacting mediator of cell death,Homo sapiens (Human),Homo sapiens (Human),22199232
1758,Q13263,TIF1B_HUMAN,TRIM28,TRIM28~~KAP1~~RNF96~~TIF1B,Transcription intermediary factor 1-beta ~~TIF1-beta~~E3 SUMO-protein ligase TRIM28 ~~KRAB-associated protein 1~~KAP-1~~KRAB-interacting protein 1~~KRIP-1~~Nuclear corepressor KAP-1~~RING finger protein 96~~RING-type E3 ubiquitin transferase TIF1-beta~~Tripartite motif-containing protein 28,Q92985,IRF7_HUMAN,IRF7,IRF7,Interferon regulatory factor 7 ~~IRF-7,Homo sapiens (Human),Homo sapiens (Human),22199232
1759,Q13049,TRI32_HUMAN,TRIM32,TRIM32~~HT2A,E3 ubiquitin-protein ligase TRIM32 ~~72 kDa Tat-interacting protein~~RING-type E3 ubiquitin transferase TRIM32~~Tripartite motif-containing protein 32~~Zinc finger protein HT2A,Q9BXC9,BBS2_HUMAN,BBS2,BBS2,Bardet-Biedl syndrome 2 protein,Homo sapiens (Human),Homo sapiens (Human),22199232
1760,Q9HCM9,TRI39_HUMAN,TRIM39,TRIM39~~RNF23~~TFP,E3 ubiquitin-protein ligase TRIM39 ~~RING finger protein 23~~RING-type E3 ubiquitin transferase TRIM39~~Testis-abundant finger protein~~Tripartite motif-containing protein 39,Q96BY2,MOAP1_HUMAN,MOAP1,MOAP1~~PNMA4,Modulator of apoptosis 1 ~~MAP-1~~MAP1~~Paraneoplastic antigen Ma4,Homo sapiens (Human),Homo sapiens (Human),22199232
1761,Q8NG06,TRI58_HUMAN,TRIM58,TRIM58,E3 ubiquitin-protein ligase TRIM58 ~~Protein BIA2~~RING-type E3 ubiquitin transferase TRIM58~~Tripartite motif-containing protein 58,O43237,DC1L2_HUMAN,DYNC1LI2,DYNC1LI2~~DNCLI2~~LIC2,"Cytoplasmic dynein 1 light intermediate chain 2 ~~Dynein light intermediate chain 2, cytosolic~~LIC-2~~LIC53/55",Homo sapiens (Human),Homo sapiens (Human),22199232
1762,Q969Q1,TRI63_HUMAN,TRIM63,TRIM63~~IRF~~MURF1~~RNF28~~SMRZ,E3 ubiquitin-protein ligase TRIM63 ~~Iris RING finger protein~~Muscle-specific RING finger protein 1~~MuRF-1~~MuRF1~~RING finger protein 28~~RING-type E3 ubiquitin transferase TRIM63~~Striated muscle RING zinc finger protein~~Tripartite motif-containing protein 63,Q9Y692,GMEB1_HUMAN,GMEB1,GMEB1,Glucocorticoid modulatory element-binding protein 1 ~~GMEB-1~~DNA-binding protein p96PIF~~Parvovirus initiation factor p96~~PIF p96,Homo sapiens (Human),Homo sapiens (Human),22199232
1763,Q969Q1,TRI63_HUMAN,TRIM63,TRIM63~~IRF~~MURF1~~RNF28~~SMRZ,E3 ubiquitin-protein ligase TRIM63 ~~Iris RING finger protein~~Muscle-specific RING finger protein 1~~MuRF-1~~MuRF1~~RING finger protein 28~~RING-type E3 ubiquitin transferase TRIM63~~Striated muscle RING zinc finger protein~~Tripartite motif-containing protein 63,P31937,3HIDH_HUMAN,HIBADH,HIBADH,"3-hydroxyisobutyrate dehydrogenase, mitochondrial ~~HIBADH ",Homo sapiens (Human),Homo sapiens (Human),22199232
1764,Q14669,TRIPC_HUMAN,TRIP12,TRIP12~~KIAA0045~~ULF,E3 ubiquitin-protein ligase TRIP12 ~~E3 ubiquitin-protein ligase for Arf~~ULF~~HECT-type E3 ubiquitin transferase TRIP12~~Thyroid receptor-interacting protein 12~~TR-interacting protein 12~~TRIP-12,Q8N726,ARF_HUMAN,CDKN2A,CDKN2A~~CDKN2~~MLM,Tumor suppressor ARF ~~Alternative reading frame~~ARF~~Cyclin-dependent kinase inhibitor 2A~~p14ARF,Homo sapiens (Human),Homo sapiens (Human),22199232
1765,Q14669,TRIPC_HUMAN,TRIP12,TRIP12~~KIAA0045~~ULF,E3 ubiquitin-protein ligase TRIP12 ~~E3 ubiquitin-protein ligase for Arf~~ULF~~HECT-type E3 ubiquitin transferase TRIP12~~Thyroid receptor-interacting protein 12~~TR-interacting protein 12~~TRIP-12,Q969G3,SMCE1_HUMAN,SMARCE1,SMARCE1~~BAF57,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 ~~BRG1-associated factor 57~~BAF57,Homo sapiens (Human),Homo sapiens (Human),22199232
1766,Q05086,UBE3A_HUMAN,UBE3A,UBE3A~~E6AP~~EPVE6AP~~HPVE6A,Ubiquitin-protein ligase E3A ~~E6AP ubiquitin-protein ligase~~HECT-type ubiquitin transferase E3A~~Human papillomavirus E6-associated protein~~Oncogenic protein-associated protein E6-AP~~Renal carcinoma antigen NY-REN-54,O00327,BMAL1_HUMAN,ARNTL,ARNTL~~BHLHE5~~BMAL1~~MOP3~~PASD3,Aryl hydrocarbon receptor nuclear translocator-like protein 1 ~~Basic-helix-loop-helix-PAS protein MOP3~~Brain and muscle ARNT-like 1~~Class E basic helix-loop-helix protein 5~~bHLHe5~~Member of PAS protein 3~~PAS domain-containing protein 3~~bHLH-PAS protein JAP3,Homo sapiens (Human),Homo sapiens (Human),22199232
1767,O95071,UBR5_HUMAN,UBR5,UBR5~~EDD~~EDD1~~HYD~~KIAA0896,"E3 ubiquitin-protein ligase UBR5 ~~E3 ubiquitin-protein ligase, HECT domain-containing 1~~HECT-type E3 ubiquitin transferase UBR5~~Hyperplastic discs protein homolog~~hHYD~~Progestin-induced protein",P35558,PCKGC_HUMAN,PCK1,PCK1~~PEPCK1,"Phosphoenolpyruvate carboxykinase, cytosolic [GTP] ~~PEPCK-C ",Homo sapiens (Human),Homo sapiens (Human),21726808
1768,Q96T88,UHRF1_HUMAN,UHRF1,UHRF1~~ICBP90~~NP95~~RNF106,E3 ubiquitin-protein ligase UHRF1 ~~Inverted CCAAT box-binding protein of 90 kDa~~Nuclear protein 95~~Nuclear zinc finger protein Np95~~HuNp95~~hNp95~~RING finger protein 106~~RING-type E3 ubiquitin transferase UHRF1~~Transcription factor ICBP90~~Ubiquitin-like PHD and RING finger domain-containing protein 1~~hUHRF1~~Ubiquitin-like-containing PHD and RING finger domains protein 1,P29590,PML_HUMAN,PML,PML~~MYL~~PP8675~~RNF71~~TRIM19,Protein PML ~~Promyelocytic leukemia protein~~RING finger protein 71~~Tripartite motif-containing protein 19,Homo sapiens (Human),Homo sapiens (Human),22945642
1769,P40337,VHL_HUMAN,VHL,VHL,von Hippel-Lindau disease tumor suppressor ~~Protein G7~~pVHL,P07550,ADRB2_HUMAN,ADRB2,ADRB2~~ADRB2R~~B2AR,Beta-2 adrenergic receptor ~~Beta-2 adrenoreceptor~~Beta-2 adrenoceptor,Homo sapiens (Human),Homo sapiens (Human),22199232
